FlareClass,Flare Date,AR,TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,TOTFZ,MEANPOT,R_VALUE,EPSZ,SHRGT45
C11,12/21/2015 0:10,12470,1466.56,46533000000,7.50E+23,2.97515E+13,176.694,3.93203E+12,2.41E+22,1251.37,-1945.8,17081.4,3.673,-0.0793,43.626
C75,12/23/2015 0:10,12472,2133.86,52725000000,2.60E+23,3.92885E+13,346.599,1.18399E+13,3.88E+22,776.181,-12330,3546.77,4.357,-0.4436,10.378
C20,12/24/2015 0:10,12472,2184.4,42619000000,2.31E+23,4.5588E+13,258.829,8.96577E+12,3.67E+22,954.093,-8301.1,3059.82,4.431,-0.3695,9.451
C17,1/15/2016 0:10,12480,680.648,16570000000,2.68E+23,1.51298E+13,24.706,2.387E+12,1.05E+22,458.184,-958.5,11947.7,3.706,-0.1097,43.881
C13,1/20/2016 0:10,12487,626.737,23978000000,8.27E+22,1.3175E+13,84.853,3.89452E+12,1.18E+22,317.962,-4132.9,3319.52,3.768,-0.327,12.393
C33,1/28/2016 0:10,12488,1404.01,26074000000,2.89E+23,2.99879E+13,55.428,1.84143E+12,2.13E+22,829.671,-3634.5,6457.73,4.007,-0.2644,29.346
C12,1/29/2016 0:10,12488,1229.81,26923000000,2.41E+23,2.56256E+13,30.436,1.77009E+12,2.46E+22,759.379,-5362.2,4755.36,3.782,-0.3778,18.467
C11,1/27/2016 0:10,12489,1257.1,19033000000,2.20E+23,2.52466E+13,29.337,3.50906E+12,1.66E+22,556.415,-2610.4,6670.35,4.42,-0.2602,27.482
C12,2/2/2016 0:10,12491,476.85,9981200000,6.25E+22,9.19037E+12,32.413,2.02288E+12,1.07E+22,249.737,-2226.4,3027.65,3.533,-0.4231,10.194
C16,2/8/2016 0:10,12492,409.589,6134600000,2.52E+22,8.24429E+12,9.094,2.84182E+12,4.40E+21,415.925,-494.85,2798.85,2.552,-0.153,9.876
C21,2/12/2016 0:10,12492,307.113,9034900000,2.31E+22,6.59344E+12,35.285,1.12973E+12,7.38E+21,87.115,-2289.2,1369.75,2.697,-0.4806,2.754
C52,2/4/2016 0:10,12494,301.811,3612800000,2.50E+22,5.92431E+12,6.859,7.72015E+11,2.19E+21,121.433,36.867,4554.03,3.544,0.0194,37.769
C29,2/5/2016 0:10,12494,1096.24,17887000000,3.30E+23,2.14968E+13,101.48,2.41975E+12,1.07E+22,418.522,-418.42,15276.2,4.064,-0.0444,58.333
C15,2/6/2016 0:10,12494,694.49,16254000000,3.07E+23,1.42884E+13,63.082,1.62525E+12,9.50E+21,419.797,-262.66,16300.7,3.043,-0.0307,57.884
C18,2/18/2016 0:10,12501,413.538,9936600000,9.65E+22,8.88598E+12,96.491,1.86564E+12,6.64E+21,269.891,-967.44,7051.56,3.202,-0.1847,28.637
C10,2/26/2016 0:10,12506,570.116,9310400000,5.07E+22,1.13292E+13,99.181,3.76954E+12,7.27E+21,310.465,-902.89,3374.29,3.761,-0.184,13.335
C33,2/27/2016 0:10,12506,756.752,10217000000,9.27E+22,1.46225E+13,63.152,2.9949E+12,6.77E+21,453.705,-432.13,6340.61,3.852,-0.0802,29.217
C10,3/15/2016 0:10,12521,510.978,6997300000,7.07E+22,1.10318E+13,50.567,1.97529E+12,6.43E+21,319.121,-879.64,4913.77,3.496,-0.2385,31.355
C19,4/28/2016 0:10,12535,474.295,6688000000,4.62E+22,1.03667E+13,84.266,3.74121E+12,4.38E+21,215.599,-483.38,4458.16,3.03,-0.1371,26.806
C24,5/1/2016 0:10,12539,1397.96,13101000000,1.05E+23,2.69199E+13,130.883,8.02503E+12,1.21E+22,447.777,-2164.9,4205.77,3.907,-0.3135,14.52
C10,5/21/2016 0:10,12546,1781.07,56894000000,1.22E+24,3.37922E+13,427.004,1.10609E+13,2.40E+22,1264.39,-1291,26592.9,3.777,-0.043,67.24
C13,5/24/2016 0:10,12546,3244.5,60900000000,1.19E+24,6.01797E+13,802.058,3.0899E+13,3.44E+22,1209.86,-3435.6,17073,4.139,-0.107,45.709
C10,5/26/2016 0:10,12548,1121.59,13122000000,1.68E+23,2.10722E+13,246.788,6.91986E+12,9.57E+21,462,-1189.4,8164.44,3.383,-0.1719,36.587
C10,5/30/2016 0:10,12550,67.245,1002600000,8.38E+21,1.94323E+12,15.876,2.45654E+11,4.48E+20,21.9785,83.544,4892.93,2.426,0.1581,58.217
C11,6/9/2016 0:10,12552,777.176,9186200000,8.76E+22,1.5748E+13,30.741,6.19362E+12,6.67E+21,270.234,-1020.1,6099.64,3.634,-0.2106,26.269
C51,7/7/2016 0:10,12561,295.418,2373800000,2.04E+22,6.03709E+12,2.422,8.62848E+11,2.06E+21,88.522,-276.79,4284.5,3.001,-0.2212,29.205
C10,7/17/2016 0:10,12565,2152.47,47627000000,9.74E+23,4.2912E+13,153.728,2.08999E+11,2.67E+22,1247.58,-740.45,17096.3,4.572,-0.0295,63.092
C44,7/18/2016 0:10,12565,2365.25,48740000000,9.96E+23,4.58024E+13,85.996,1.64124E+12,2.82E+22,1414.27,-890.02,16705.8,4.235,-0.0346,62.665
C22,7/19/2016 0:10,12565,2392.56,49349000000,9.86E+23,4.55702E+13,99.534,5.50257E+12,2.91E+22,1411.73,-1446,16796.1,4.024,-0.0556,60.043
C25,7/20/2016 0:10,12565,3318.54,58242000000,1.14E+24,6.12738E+13,196.993,1.03493E+13,3.57E+22,1481.49,-2361.1,16187.2,4.649,-0.0769,56.245
C13,8/7/2016 0:10,12571,787.003,7910600000,1.25E+23,1.41856E+13,237.312,7.57682E+12,5.27E+21,298.06,-361.65,10127.3,3.483,-0.0867,48.565
C17,8/8/2016 0:10,12571,939.359,11088000000,1.62E+23,1.80353E+13,263.122,4.69611E+12,8.92E+21,483.42,-1022.1,8553.3,3.962,-0.1749,42.792
C25,8/9/2016 0:10,12574,2069.19,37389000000,4.01E+23,3.83833E+13,93.511,4.54055E+12,2.81E+22,731.804,-5623.2,7269.07,4.33,-0.2853,28.37
C24,8/11/2016 0:10,12574,2099.02,30357000000,3.54E+23,4.19621E+13,493.373,1.30033E+13,2.30E+22,880.822,-2955.8,7492.49,4.063,-0.1847,31.731
C10,8/28/2016 0:10,12583,1059.07,12043000000,9.07E+22,2.18203E+13,144.66,1.51454E+12,1.01E+22,337.679,-1316.2,3987.45,3.572,-0.2073,19.082
C11,8/29/2016 0:10,12583,2028.69,20436000000,1.63E+23,3.7209E+13,412.907,6.25741E+12,1.99E+22,500.959,-3885.6,3965.18,3.711,-0.3607,19.113
C16,9/21/2016 0:10,12593,483.762,5417700000,4.61E+22,1.07739E+13,57.591,2.11913E+12,4.18E+21,288.849,-454.13,4323.49,3.113,-0.159,37.123
C10,9/27/2016 0:10,12597,1825.86,19072000000,1.71E+23,3.53982E+13,438.802,1.59017E+13,1.74E+22,634.177,-2935.2,4860.54,3.785,-0.2919,22.478
C11,10/12/2016 0:10,12599,2410.61,26944000000,3.77E+23,4.62288E+13,668.37,2.28345E+13,2.17E+22,997.74,-2589.2,8349.52,3.878,-0.1823,30.811
B10,5/3/2010 0:10,11066,55.772,1020700000,5.22E+21,9.61469E+11,38.849,1.39106E+12,2.82E+20,13.9159,115.82,8009.98,3.102,0.2152,51.12
B40,5/5/2010 0:10,11066,41.846,957960000,1.51E+21,6.01889E+11,7.576,1.55755E+11,4.18E+20,63.1692,-57.081,2358.96,1.908,-0.113,2.079
B11,5/11/2010 0:10,11068,34.981,1882500000,1.59E+21,6.23917E+11,1.055,7.14712E+11,4.61E+20,134.59,-0.072779,2012.54,2.449,-0.0001,1.01
B51,6/9/2010 0:10,11078,633.567,11148000000,1.06E+23,8.99426E+12,30.109,4.54113E+12,7.24E+21,255.508,-1474.2,9964.54,4.145,-0.2508,27.772
B10,7/1/2010 0:10,11084,216.985,9850200000,1.86E+23,3.26101E+12,56.862,1.90155E+12,4.28E+21,126.703,-37.69,27183,3.45,-0.0073,72.794
B10,7/6/2010 0:10,11086,144.095,3233100000,1.84E+22,2.17757E+12,12.192,5.16168E+11,2.84E+21,101.138,-762.27,4563.42,3.206,-0.4472,3.983
B16,8/9/2010 0:10,11095,122.659,4376400000,1.39E+22,1.97442E+12,17.306,6.26147E+11,1.74E+21,208.355,66.975,5087.25,2.149,0.029,6.861
B19,8/10/2010 0:10,11096,392.232,5728500000,4.38E+22,6.68697E+12,22.377,1.82117E+12,3.68E+21,230.117,-484.35,6963.16,3.669,-0.1604,27.071
B17,8/11/2010 0:10,11098,68.067,1491300000,7.22E+21,1.11419E+12,15.042,7.93706E+11,7.11E+20,29.7155,-5.3543,6597.7,3.148,-0.0068,19.053
B14,8/12/2010 0:10,11098,209.131,3122800000,2.21E+22,3.22523E+12,3.294,2.06251E+11,2.21E+21,118.215,-308.43,6745.98,3.507,-0.1873,11.665
B35,8/16/2010 0:10,11098,72.709,1442700000,4.44E+21,1.24674E+12,16.776,7.22085E+11,7.82E+20,79.8919,-85.388,3320.04,1.915,-0.1123,10.615
B33,8/18/2010 0:10,11100,228.552,15214000000,1.68E+22,3.82466E+12,17.847,1.99138E+12,5.95E+21,223.379,-2861.5,1696.4,2.957,-0.3568,0.054
B26,8/26/2010 0:10,11101,193.042,9444700000,1.26E+23,2.63355E+12,34.724,9.32947E+11,4.97E+21,166.482,-783.95,17959.9,3.833,-0.1574,46.63
B10,8/28/2010 0:10,11101,179.218,8957600000,1.51E+23,3.5341E+12,62.191,1.20133E+12,4.32E+21,153.425,-193.44,21016.8,3.351,-0.041,64.003
B14,8/30/2010 0:10,11102,292.284,5419000000,4.62E+22,5.20885E+12,46.944,2.6296E+12,3.41E+21,244.917,-358.86,7870.73,2.917,-0.1256,29.76
B21,9/13/2010 0:10,11106,890.963,32567000000,1.40E+23,1.40751E+13,183.834,9.07225E+12,2.41E+22,628.683,-7695.2,3730.43,3.434,-0.4482,7.025
B53,9/15/2010 0:10,11106,934.191,25091000000,1.34E+23,1.6528E+13,148.555,7.37058E+12,1.84E+22,1024.2,-4255.9,4378.95,3.261,-0.3217,8.722
B46,9/16/2010 0:10,11106,1048.93,22367000000,1.36E+23,1.80944E+13,7.194,4.35432E+12,1.58E+22,1120.16,-2899.1,5189.75,3.9,-0.2459,11.623
B27,9/17/2010 0:10,11106,1008.77,21184000000,1.19E+23,1.70729E+13,6.832,2.938E+12,1.36E+22,1183.89,-2374.6,5391.42,4.084,-0.2126,12.194
B42,9/18/2010 0:10,11106,806.226,18541000000,8.95E+22,1.37357E+13,24.41,7.81091E+11,1.16E+22,1125.14,-2096.2,4827.37,3.532,-0.2145,9.387
B24,9/19/2010 0:10,11106,670.769,17643000000,6.80E+22,1.13284E+13,33.245,4.57091E+12,1.10E+22,997.583,-2318.2,3858.92,1.951,-0.2492,5.82
B17,10/3/2010 0:10,11111,201.926,4128600000,1.84E+22,3.14122E+12,8.387,1.23888E+12,2.51E+21,211.245,-452.24,4802.23,2.198,-0.2078,9.726
B22,10/5/2010 0:10,11111,45.973,1915500000,2.20E+21,8.04262E+11,0.527,4.04853E+11,5.44E+20,142.296,4.1207,2286.04,2.836,0.0041,1.66
B10,10/15/2010 0:10,11113,381.62,16058000000,1.72E+23,5.0679E+12,29.602,1.94579E+12,8.02E+21,245.665,-2247.9,15073.7,3.986,-0.2655,33.477
B51,10/19/2010 0:10,11113,298.14,10010000000,1.48E+23,5.3216E+12,108.359,2.32017E+12,4.69E+21,301.199,103.43,18121.2,2.995,0.0196,61.413
B36,10/23/2010 0:10,11115,218.469,12306000000,1.97E+23,3.72138E+12,40.372,4.98967E+11,5.20E+21,165.045,-262.65,24957.4,3.543,-0.0405,67.323
B83,11/15/2010 0:10,11126,373.757,8451700000,4.39E+22,4.96073E+12,85.906,3.10784E+12,5.49E+21,188.78,-1496.9,5908.47,3.815,-0.336,8.284
B36,11/16/2010 0:10,11126,545.733,11424000000,1.04E+23,8.4383E+12,72.674,3.21427E+12,7.67E+21,310.412,-1408.8,8979.79,3.942,-0.2339,23.135
B78,11/17/2010 0:10,11126,424.193,9687000000,8.20E+22,6.91648E+12,61.689,2.05959E+12,6.60E+21,312.642,-1084.1,8065.08,3.63,-0.2123,22.65
B24,11/18/2010 0:10,11126,405.239,8744500000,7.27E+22,6.8045E+12,88.176,3.64679E+12,6.11E+21,329.306,-957.33,7589.3,3.576,-0.2077,20.975
B13,11/23/2010 0:10,11127,315.29,9737500000,8.41E+22,5.09071E+12,123.679,2.15437E+12,4.32E+21,462.44,6.4072,11564.6,2.966,0.0012,36.93
B12,11/25/2010 0:10,11127,307.759,9698200000,5.79E+22,4.78336E+12,122.201,2.98857E+12,4.29E+21,321.609,-437.76,8236.42,1.878,-0.0856,22.359
B14,11/25/2010 0:10,11128,196.755,6077200000,2.39E+22,2.75696E+12,10.256,7.50683E+11,4.45E+21,107.722,-1588.1,3943.85,3.004,-0.4957,3.067
B53,12/3/2010 0:10,11131,988.803,40494000000,5.54E+23,1.06926E+13,47.163,2.41571E+12,1.81E+22,694.429,-3199.2,22125.3,4.071,-0.1499,45.116
B22,12/5/2010 0:10,11131,1138.35,41361000000,6.58E+23,1.61548E+13,7.695,3.633E+12,2.07E+22,746.38,-2441.3,21049.8,4.082,-0.112,42.368
B14,12/8/2010 0:10,11131,1061.97,37751000000,6.84E+23,1.66449E+13,64.604,1.68072E+12,1.63E+22,684.469,-610.42,25686.9,4.108,-0.0307,59.59
B13,12/9/2010 0:10,11131,1101.51,37462000000,6.78E+23,1.67056E+13,118.465,3.06315E+12,1.63E+22,717.689,-498.4,26455.8,3.921,-0.0252,57.651
B40,12/11/2010 0:10,11131,1111.04,38755000000,6.43E+23,1.6043E+13,82.112,4.77471E+12,1.76E+22,721.806,-1409.2,24360.8,4.089,-0.069,49.149
B56,12/4/2010 0:10,11132,51.493,996890000,2.56E+21,7.39458E+11,11.044,6.70511E+11,3.34E+20,22.4172,180.79,4901.27,2.709,0.344,17.259
B25,12/5/2010 0:10,11132,194.281,2770600000,2.00E+22,3.08958E+12,28.735,1.60921E+12,1.71E+21,121.487,-83.961,7205.45,3.639,-0.0575,15.638
B83,1/1/2011 1:34,11140,672.539,27511000000,2.74E+23,1.22497E+13,71.021,1.40795E+12,1.25E+22,303.054,-3431.2,10350.7,3.926,-0.2366,36.258
B14,1/11/2011 0:10,11146,120.173,2796700000,1.03E+22,2.55758E+12,7.931,7.36236E+11,1.46E+21,29.0446,-437.1,3156.69,2.927,-0.2965,14.508
B18,1/29/2011 0:10,11150,491.148,10104000000,4.46E+22,1.00372E+13,36.026,6.00579E+11,9.45E+21,154.151,-2179.4,2231.28,2.993,-0.4091,9.223
B69,2/4/2011 0:10,11152,278.126,2901300000,2.77E+22,5.83558E+12,3.991,3.58066E+11,2.14E+21,106.928,-95.927,4934.68,2.979,-0.0627,37.411
B53,2/10/2011 0:10,11156,310.143,3930400000,2.88E+22,6.8445E+12,17.547,7.45585E+11,3.37E+21,165.446,-206.69,3550.98,2.628,-0.0998,25.352
B29,2/9/2011 0:10,11157,371.116,6551200000,3.09E+22,8.11699E+12,5.234,7.76504E+11,5.48E+21,166.927,-788.56,2524.6,3.629,-0.2283,12.096
B33,3/18/2011 0:10,11173,539.228,6229900000,4.57E+22,1.15133E+13,77.842,3.00071E+12,6.20E+21,282.018,-958.16,3584.26,2.533,-0.2917,17.17
B86,4/4/2011 0:10,11180,368.395,17058000000,2.75E+22,9.79371E+12,12.724,4.93672E+11,9.69E+21,194.024,-2757.4,1097.68,2.245,-0.3066,1.524
B66,4/29/2011 0:10,11200,39.641,1400600000,1.37E+21,9.3104E+11,8.267,6.23211E+11,4.46E+20,52.0258,219.59,1279.73,1.961,0.2974,3.598
B63,5/3/2011 0:10,11200,495.776,5833500000,4.20E+22,1.22282E+13,16.476,2.43624E+12,7.04E+21,270.775,-1092.2,2376.88,3.322,-0.3552,18.332
B67,4/28/2011 0:10,11202,149.252,1806900000,9.93E+21,4.40504E+12,7.252,4.28846E+11,1.80E+21,91.879,-69.391,1769.06,1.513,-0.0728,24.432
B35,5/16/2011 0:10,11214,769.178,8788800000,8.47E+22,1.76345E+13,160.568,6.70726E+12,7.11E+21,346.457,-766.79,4694.2,3.463,-0.1655,37.721
B35,5/17/2011 0:10,11214,785.101,10226000000,1.14E+23,1.83039E+13,116.509,8.66659E+12,8.58E+21,415.616,-1002.9,5742.75,3.628,-0.186,35.26
B30,5/25/2011 0:10,11223,89.132,2105300000,5.51E+21,2.39064E+12,12.514,8.29261E+11,1.94E+21,62.5292,-152.63,1112.58,1.379,-0.1375,2.092
B44,5/27/2011 0:10,11223,410.275,5153000000,4.94E+22,9.02809E+12,0.501,5.31225E+11,4.70E+21,256.03,-521.95,4296.79,2.262,-0.1921,30.54
B73,6/1/2011 0:10,11229,368.863,5957700000,4.29E+22,8.3618E+12,16.972,1.58134E+12,4.62E+21,228.774,-323.59,3927.93,2.646,-0.103,23.352
B55,6/29/2011 0:10,11242,76.422,1595200000,5.56E+21,1.62773E+12,5.61,4.66276E+11,8.01E+20,65.0043,160.34,2766.07,1.488,0.1907,18.956
B31,7/7/2011 0:10,11245,136.64,2805800000,1.29E+22,2.26082E+12,28.468,1.57431E+12,2.37E+21,41.2418,-538.17,3095.92,1.898,-0.3638,4.537
B51,7/20/2011 0:10,11259,666.678,12022000000,9.74E+22,1.38162E+13,56.738,1.77111E+12,1.34E+22,277.806,-2478.4,3571.63,3.317,-0.3911,12.834
B87,8/27/2011 0:10,11275,275.672,4479000000,3.03E+22,6.53201E+12,37.745,1.39056E+12,3.04E+21,304.851,-67.863,3552.68,2.867,-0.0287,31.374
B81,9/10/2011 0:10,11291,105.289,2329500000,9.01E+21,2.05777E+12,21.218,8.58463E+11,8.99E+20,49.3157,396.92,4462.36,2.579,0.3232,24.276
B41,4/8/2012 0:10,11451,775.849,13814000000,4.89E+22,2.11587E+13,67.936,2.95528E+12,1.50E+22,594.754,-1841.5,1225.4,2.313,-0.2529,6.048
B54,5/26/2012 0:10,11490,434.56,7217000000,3.76E+22,1.00472E+13,39.641,2.19489E+12,7.03E+21,201.01,-1036.4,2359.42,3.343,-0.2724,12.181
B68,5/28/2012 0:10,11490,766.134,9679400000,1.06E+23,1.7985E+13,80.984,4.2447E+12,8.47E+21,449.416,-655.67,4975.92,3.714,-0.1285,35.206
B47,12/10/2012 0:10,11630,477.722,6079300000,8.57E+22,1.10176E+13,35.082,1.42638E+12,4.52E+21,212.341,-68.125,7178.13,3.807,-0.0213,49.661
B56,12/11/2012 0:10,11630,601.25,5934500000,5.86E+22,1.36131E+13,84.358,3.26552E+12,5.25E+21,270.593,-473.25,4310.11,3.82,-0.1513,33.389
B57,12/12/2012 0:10,11630,703.729,6985300000,7.45E+22,1.56025E+13,127.206,6.91967E+12,6.83E+21,323.007,-695.81,4629.19,3.889,-0.1889,27.556
B40,2/18/2013 0:10,11673,903.6,13678000000,1.33E+23,2.12793E+13,46.448,2.98001E+12,1.52E+22,485.078,-2337.3,3855.51,3.522,-0.3241,22.98
B47,2/28/2013 0:10,11680,172.605,2400900000,1.30E+22,4.12878E+12,4.2,1.17133E+12,2.09E+21,134.99,-188.97,2650.04,2.384,-0.1493,16.218
B82,2/27/2013 0:10,11682,636.13,10186000000,1.44E+23,1.67279E+13,94.604,3.39728E+12,7.45E+21,343.678,-496.03,7323.59,2.843,-0.0924,52.123
B68,3/1/2013 0:10,11682,1014.05,18474000000,3.20E+23,2.56099E+13,104.827,9.14618E+12,1.43E+22,570.467,-1040,8913.59,4.034,-0.1068,53.621
B44,3/25/2013 0:10,11704,662.874,16467000000,1.11E+23,1.43264E+13,37.641,2.66616E+12,1.64E+22,301.24,-3547.6,3158.44,3.55,-0.4087,10.749
B95,5/30/2013 0:10,11757,250.168,5827300000,5.45E+22,6.75213E+12,22.023,5.56576E+11,3.61E+21,215.743,176.21,5616.13,2.948,0.0574,38.865
B36,6/13/2013 0:10,11768,539.59,8356900000,6.46E+22,1.24467E+13,21.123,7.513E+11,6.43E+21,324.845,-362.21,4183.04,2.553,-0.0822,28.026
B97,8/2/2013 0:10,11806,872.529,10139000000,1.01E+23,2.05098E+13,56.859,3.77605E+12,9.00E+21,521.171,-688.07,4297.06,3.758,-0.1287,31.731
B57,8/2/2013 0:10,11807,218.619,3956900000,1.62E+22,5.59954E+12,7.572,4.6678E+11,5.05E+21,76.8997,-1073.8,1311.57,1.724,-0.5148,3.342
B87,7/30/2013 0:10,11808,591.132,8725500000,9.19E+22,1.13763E+13,50.122,1.72598E+12,7.94E+21,221.772,-1474.8,5885.93,4.043,-0.3206,21.777
B36,8/3/2013 0:10,11810,212.534,7948600000,4.41E+22,4.84614E+12,24.138,2.59138E+12,3.88E+21,80.6685,-1162,5107.92,3.247,-0.2773,21.541
B47,8/7/2013 0:10,11810,597.473,7599400000,5.83E+22,1.40914E+13,131.943,5.49838E+12,6.93E+21,314.992,-648.31,3446.09,3.526,-0.1618,25.328
B41,9/8/2013 0:10,11838,525.168,11110000000,4.39E+22,1.27613E+13,70.096,2.97872E+12,1.00E+22,256.867,-1649.7,1836.05,3.002,-0.2816,6.605
B41,9/18/2013 0:10,11847,47.609,2971500000,7.09E+21,9.23208E+11,4.979,2.43696E+11,1.28E+21,22.0385,-855.34,2981.18,2.351,-0.546,3.294
B87,10/6/2013 0:10,11857,670.505,12741000000,1.66E+23,1.76915E+13,21.676,1.39209E+12,1.16E+22,545.995,-937.78,5638.18,3.645,-0.1396,27.582
B90,2/15/2015 0:10,12283,60.741,872400000,3.40E+21,1.44616E+12,17.747,1.04682E+12,9.08E+20,45.1935,-120.92,1669.24,3.081,-0.2629,5.091
B82,4/7/2015 0:10,12318,538.386,8104600000,5.54E+22,1.07744E+13,76.482,1.7805E+12,6.54E+21,302.628,-1088,4261.36,3.485,-0.2547,19.72
B58,5/20/2015 0:10,12351,700.357,13959000000,6.24E+22,1.3283E+13,11.234,6.86039E+11,1.29E+22,293.476,-3616.6,2422.05,3.693,-0.4915,5.06
B73,7/10/2015 0:10,12384,1061.76,37183000000,2.51E+23,2.18996E+13,254.686,1.12318E+13,2.50E+22,623.865,-7621.7,4996.71,3.896,-0.3888,16.148
B51,7/17/2015 0:10,12387,882.286,14274000000,1.15E+23,1.58022E+13,2.029,1.41487E+12,1.48E+22,380.327,-3206,4321.73,3.948,-0.426,14.703
B53,8/3/2015 0:10,12391,98.252,2903300000,4.12E+21,1.89457E+12,5.985,6.56603E+11,1.02E+21,305.426,-54.721,1946.87,2.35,-0.0358,3.641
B80,8/1/2015 0:10,12393,402.489,6416600000,4.69E+22,8.48197E+12,70.76,2.30228E+12,6.37E+21,294.811,-992.8,3394.11,2.519,-0.2935,14.548
B58,8/13/2015 0:10,12400,240.774,4519100000,2.34E+22,5.09456E+12,33.468,1.13471E+12,3.19E+21,287.611,-348.13,3442.63,3.339,-0.1461,11.408
B44,9/4/2015 0:10,12409,155.3,2810100000,1.78E+22,2.8881E+12,25.06,4.95397E+11,1.87E+21,111.559,-225.28,4604.92,2.436,-0.1521,14.654
B22,9/5/2015 0:10,12409,108.166,1787200000,7.17E+21,1.91045E+12,8.975,57861400000,9.58E+20,113.193,-65.251,3798.51,2.929,-0.0693,12.104
B60,9/18/2015 0:10,12419,421.33,7003700000,9.84E+22,8.81614E+12,17.256,1.57132E+11,5.28E+21,273.351,-399.73,8454.99,3.464,-0.1083,43.992
B76,10/14/2015 0:10,12432,449.616,6965300000,3.87E+22,9.31111E+12,21.717,1.32655E+12,5.99E+21,334.741,-880.68,3070.09,3.03,-0.2398,12.83
B62,11/29/2015 0:10,12459,585.799,11929000000,3.46E+22,1.35541E+13,47.499,5.64388E+12,7.94E+21,647.957,-414.27,1882.47,2.893,-0.0659,5.34
B47,1/3/2016 0:10,12476,695.177,10542000000,8.15E+22,1.28721E+13,144.595,3.91612E+12,9.85E+21,285.71,-2125.5,4383.42,3.917,-0.3824,15.121
B47,1/25/2016 10:10,12490,566.8,19058000000,5.53E+22,1.1197E+13,44.32,2.85555E+12,1.35E+22,174.84,-4886.2,2071.53,2.935,-0.4863,6.327
B70,2/7/2016 0:10,12495,512.396,9686800000,5.74E+22,9.59756E+12,10.566,8.73893E+11,9.18E+21,207.526,-2479.3,3249.82,3.719,-0.4855,10.433
B51,2/21/2016 0:10,12505,940.394,15787000000,2.10E+23,1.9326E+13,148.455,4.60621E+12,1.17E+22,466.806,-1351.2,8320.75,4.03,-0.1624,40.505
B72,3/6/2016 0:10,12512,407.297,7125400000,5.60E+22,9.34752E+12,41.69,5.30917E+11,5.42E+21,289.972,-471.37,4575.89,3.029,-0.1255,25.567
B67,3/18/2016 0:10,12519,402.868,11235000000,1.21E+23,9.93728E+12,37.991,2.79097E+12,7.20E+21,407.274,-535.08,7340.88,2.991,-0.0903,32.106
B65,3/25/2016 0:10,12526,756.851,24575000000,3.82E+23,1.23141E+13,122.618,4.07517E+12,1.61E+22,531.613,-2581.8,12090.5,4.091,-0.1993,37.324
B16,3/26/2016 0:10,12526,871.312,24973000000,3.90E+23,1.70477E+13,85.775,1.10753E+12,1.77E+22,502.614,-2935.7,11348.3,4.037,-0.223,36.022
B17,3/27/2016 0:10,12526,835.588,23339000000,3.79E+23,1.71798E+13,1.337,7.33979E+11,1.59E+22,530.064,-2091.6,12423.5,4.111,-0.17,37.951
B37,3/28/2016 0:10,12526,707.828,21365000000,3.77E+23,1.51034E+13,26.532,9.18591E+11,1.28E+22,531.052,-1136.1,15297.8,3.825,-0.1009,47.463
B57,4/26/2016 0:10,12536,527.606,8001100000,6.38E+22,9.64234E+12,93.562,1.68584E+12,7.47E+21,152.928,-1645.4,4612.17,3.484,-0.3901,13.093
B72,4/27/2016 0:10,12536,1106.14,11335000000,1.17E+23,1.92327E+13,328.458,1.01742E+13,1.14E+22,315.763,-2060,5506.14,4.056,-0.3447,18.067
B52,4/30/2016 0:10,12536,910.941,11643000000,1.56E+23,1.75585E+13,302.52,1.07731E+13,9.33E+21,447.31,-1164.1,8490.4,3.624,-0.1897,39.865
B32,6/16/2016 0:10,12553,650.375,24422000000,5.18E+23,1.46168E+13,231.692,8.14227E+12,1.17E+22,512.856,-204.84,22488.6,3.658,-0.0159,70.708
B38,6/16/2016 0:10,12555,198.104,2454600000,1.45E+22,3.649E+12,62.419,2.04511E+12,1.76E+21,59.0369,-277.27,4170.81,2.423,-0.2143,19.854
B19,6/17/2016 0:10,12555,559.426,6688500000,6.96E+22,9.77291E+12,95.16,5.54333E+12,5.47E+21,138.234,-1107.2,6794.37,3.903,-0.314,24.87
B42,7/13/2016 0:10,12562,379.336,5974400000,2.71E+22,7.59699E+12,119.472,6.12313E+12,4.13E+21,539.655,-603.55,3100.78,3.174,-0.1916,11.725
B35,8/17/2016 0:10,12576,644.662,9657200000,8.21E+22,1.35561E+13,204.606,9.80049E+12,6.87E+21,374.165,-869.55,5647.33,3.136,-0.1708,25.888
B81,8/16/2016 0:10,12578,655.709,7909100000,4.83E+22,1.29186E+13,14.477,6.81548E+11,7.55E+21,119.669,-1769,3114.31,3.601,-0.4243,13.298
B44,8/20/2016 0:10,12578,173.421,3231900000,1.36E+22,3.24664E+12,3.124,1.61982E+12,2.09E+21,320.926,-414.39,3402.8,2.351,-0.2432,7.095
B66,8/26/2016 0:10,12581,558.205,6326100000,5.81E+22,1.05907E+13,87.871,1.23072E+12,4.91E+21,190.294,-706.71,5942.16,3.915,-0.2119,28.719
B19,9/17/2016 0:10,12592,939.495,15550000000,6.86E+22,2.18565E+13,205.055,7.57099E+12,1.07E+22,292.615,-2685.3,2808.89,3.164,-0.3276,17.727
B68,9/18/2016 0:10,12592,1136.41,12754000000,5.57E+22,2.53826E+13,345.67,1.38025E+13,1.16E+22,444.917,-1945,2108.18,2.536,-0.2893,7.432
